Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
409,Adem Bona,22,PHI,C,12,3,14.8,0.8,1.7,0.45,0,0.1,0,0.8,1.6,0.474,0.45,0.7,1.3,0.5,1.3,2.2,3.4,0.3,0.4,1.7,0.6,1.5,2.2,,bonaad01
410,Thomas Bryant,28,CLE,C,13,0,6.2,1,2.4,0.419,0.2,1.2,0.125,0.8,1.2,0.733,0.452,0,0.2,0,0.5,1.1,1.5,0.2,0.3,0.3,0.2,0.8,2.2,,bryanth01
411,Anthony Gill,33,WAS,PF,6,0,3,0.7,0.8,0.8,0.2,0.2,1,0.5,0.7,0.75,0.9,0.7,0.7,1,0.3,0.5,0.8,0,0,0,0.3,0.3,2.2,,gillan01
412,Tyus Jones,29,ORL,PG,19,1,13.4,0.8,2.6,0.32,0.4,1.5,0.241,0.5,1.1,0.429,0.39,0.1,0.1,1,0.2,0.7,0.9,1.8,0.6,0.1,0.3,0.6,2.2,,jonesty01
413,Jamir Watkins,24,WAS,SG,5,0,6.6,0.8,1.6,0.5,0.2,0.8,0.25,0.6,0.8,0.75,0.563,0.4,0.4,1,0.2,1,1.2,0,0,0.2,0.2,1.2,2.2,,watkija01
414,Devin Carter,23,SAC,PG,8,0,8.1,0.6,2.6,0.238,0.3,1.4,0.182,0.4,1.3,0.3,0.286,0.6,0.6,1,0.4,1.1,1.5,1.1,0.8,0.1,0.8,1,2.1,,cartede02
415,Joan Beringer,19,MIN,PF,9,0,4.1,0.9,1.2,0.727,0,0,,0.9,1.2,0.727,0.727,0.2,0.3,0.667,0.2,1.1,1.3,0,0.1,0.2,0.2,1,2,,berinjo01
416,Johni Broome,23,PHI,PF,4,0,6,1,3.5,0.286,0,0.5,0,1,3,0.333,0.286,0,0,,1.3,1,2.3,0.8,0.5,0,0.5,0.3,2,,broomjo01
417,Hunter Dickinson,25,NOP,C,1,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,0,1,2,2,2,,dickihu01
418,Myron Gardner,24,MIA,SF,3,0,3,0.7,0.7,1,0.7,0.7,1,0,0,,1.5,0,0,,0,0.7,0.7,0.3,0,0,0,1.3,2,,gardnmy01
419,Jeff Green,39,HOU,PF,6,0,3.8,0.7,1.3,0.5,0.7,1.3,0.5,0,0,,0.75,0,0,,0.2,0.3,0.5,0,0,0.2,0,0.3,2,,greenje02
420,Colby Jones,23,DET,SG,1,0,7,1,3,0.333,0,2,0,1,1,1,0.333,0,0,,0,4,4,2,0,0,0,1,2,,jonesco02
421,E.J. Liddell,25,BRK,PF,6,0,4.5,0.7,1.8,0.364,0.3,1.3,0.25,0.3,0.5,0.667,0.455,0.3,0.5,0.667,0.3,1,1.3,0,0,0,0,0.7,2,,liddeej01
422,Wendell Moore Jr.,24,DET,SG,3,0,14.3,1,2,0.5,0,0.3,0,1,1.7,0.6,0.5,0,0,,0.3,1,1.3,1,0.7,0.3,0.3,0.3,2,,moorewe01
423,Daeqwon Plowden,27,SAC,SG,1,0,14,1,5,0.2,0,3,0,1,2,0.5,0.2,0,0,,2,0,2,0,0,0,0,0,2,,plowdda01
424,Will Riley,19,WAS,SF,12,0,6.6,0.8,2,0.417,0.1,0.5,0.167,0.8,1.5,0.5,0.438,0.3,0.5,0.5,0.3,1,1.3,0.8,0.3,0,0.3,0.2,2,,rileywi01
425,Adou Thiero,21,LAL,SF,3,0,3,0.7,0.7,1,0,0,,0.7,0.7,1,1,0.7,0.7,1,0.3,0,0.3,0,0,0,0,1,2,,thierad01
426,Drew Timme,25,LAL,PF,1,0,1,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,1,0,0,0,2,,timmedr01
427,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,0.556,0.1,0.4,0.333,0.6,0.9,0.667,0.611,0.3,0.4,0.667,0.4,0.9,1.3,0.3,0,0.3,0.1,0.4,1.9,,hallpj01
428,Bronny James,21,LAL,SG,11,1,10.2,0.7,2.5,0.286,0.3,1.1,0.25,0.5,1.5,0.313,0.339,0.2,0.2,1,0.4,0.5,0.8,1.7,0.7,0.1,0.7,1.1,1.9,,jamesbr02
429,Leonard Miller,22,MIN,SF,8,0,4.6,0.8,1.5,0.5,0,0.6,0,0.8,0.9,0.857,0.5,0.4,0.6,0.6,0.1,1.3,1.4,0.5,0.3,0,0.5,0.8,1.9,,millele01
430,Dwight Powell,34,DAL,C,14,0,9.1,0.4,0.9,0.5,0,0,,0.4,0.9,0.5,0.5,1.1,1.3,0.833,1,1,2,0.6,0.3,0.1,0.4,1.9,1.9,,poweldw01
431,Rasheer Fleming,21,PHO,PF,9,0,5.9,0.6,2.2,0.25,0.2,1.3,0.167,0.3,0.9,0.375,0.3,0.4,0.4,1,0.8,0.7,1.4,0.2,0.1,0.1,0.3,0.9,1.8,,flemira01
432,Maxi Kleber,34,LAL,PF,6,0,13,0.7,1.5,0.444,0.3,0.8,0.4,0.3,0.7,0.5,0.556,0.2,0.3,0.5,0.8,1.3,2.2,0.7,0.2,0.5,0.2,2,1.8,,klebima01
433,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,0.2,0,1.3,0,0.5,1.3,0.4,0.2,0.8,1.5,0.5,0.3,3.3,3.5,0.5,1,0.5,1,1.3,1.8,,martico01
434,Taelon Peter,23,IND,SG,11,0,8.3,0.5,2.2,0.25,0.5,2,0.227,0.1,0.2,0.5,0.354,0.3,0.3,1,0.4,1,1.4,1.3,0.2,0.2,0.7,0.5,1.8,,peterta01
435,Rayan Rupert,21,POR,SG,12,0,8,0.7,1.8,0.364,0.3,0.9,0.273,0.4,0.9,0.455,0.432,0.2,0.3,0.5,0.2,1.8,2,0.3,0.5,0.1,0.5,1,1.8,,ruperra01
436,Jericho Sims,27,MIL,C,14,1,10,0.8,1,0.786,0,0,,0.8,1,0.786,0.786,0.2,0.3,0.75,0.8,1.3,2.1,0.6,0.2,0.3,0.6,1.1,1.8,,simsje01
437,Nolan Traoré,19,BRK,PG,4,0,8.8,0.5,2.3,0.222,0.5,1.5,0.333,0,0.8,0,0.333,0.3,0.5,0.5,0,0.3,0.3,1.3,0.5,0,0.5,1.3,1.8,,traorno01
438,Dylan Cardwell,24,SAC,C,3,1,11,0.7,2,0.333,0,0.3,0,0.7,1.7,0.4,0.333,0.3,0.7,0.5,0.7,1,1.7,0,0.7,1,0.7,3.3,1.7,,cardwdy01
439,Harrison Ingram,23,SAS,SF,3,0,3.7,0.7,1,0.667,0.3,0.3,1,0.3,0.7,0.5,0.833,0,0,,1,0,1,0,0,0,0,0.7,1.7,,ingraha01
440,Dario Šarić,31,SAC,C,3,0,9.3,0.3,1.7,0.2,0.3,0.7,0.5,0,1,0,0.3,0.7,0.7,1,0.3,1.3,1.7,0.7,0,0,0.3,0,1.7,,saricda01
441,Jamal Cain,26,ORL,SF,5,0,6.2,0.6,1.6,0.375,0.2,1,0.2,0.4,0.6,0.667,0.438,0.2,0.4,0.5,0.4,0.4,0.8,0.4,0.2,0.2,0.4,0.8,1.6,,cainja01
442,Amir Coffey,28,MIL,SG,15,0,8.9,0.6,1.4,0.429,0.2,0.6,0.333,0.4,0.8,0.5,0.5,0.2,0.2,1,0.3,0.7,0.9,0.5,0,0.1,0.1,0.4,1.6,,coffeam01
443,Khaman Maluach,19,PHO,C,8,0,4.8,0.4,0.9,0.429,0,0.4,0,0.4,0.5,0.75,0.429,0.9,1,0.875,0.1,0.6,0.8,0.1,0,0.5,0.6,1,1.6,,maluakh01
444,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,0.667,0,0,,0.8,1.2,0.667,0.667,0,0,,0,0.2,0.2,0.2,0,0.2,0,0.2,1.6,,toppija01
445,Chris Youngblood,23,OKC,SG,16,0,5,0.4,1.4,0.318,0.4,1.2,0.316,0.1,0.2,0.333,0.455,0.4,0.4,1,0.1,0.6,0.7,0.3,0.1,0,0.1,0.7,1.6,,youngch01
446,Nigel Hayes-Davis,31,PHO,SF,13,0,7.7,0.7,1.8,0.375,0.1,0.7,0.111,0.6,1.2,0.533,0.396,0.1,0.2,0.5,0.5,0.7,1.2,0.4,0.4,0,0.4,0.8,1.5,,hayesni01
447,DaRon Holmes,23,DEN,PF,2,0,2,0.5,0.5,1,0.5,0.5,1,0,0,,1.5,0,0,,0,0,0,0,0,0,0,0.5,1.5,,holmeda01
448,Spencer Jones,24,DEN,SF,13,2,11.5,0.5,1.1,0.429,0.2,0.7,0.333,0.2,0.4,0.6,0.536,0.3,0.5,0.667,0.8,0.3,1.2,0.5,0.5,0.1,0.6,1.9,1.5,,jonessp01
449,Caleb Martin,30,DAL,SF,16,0,9.6,0.5,1.6,0.308,0.1,0.6,0.111,0.4,1.1,0.412,0.327,0.4,0.5,0.875,0.6,0.9,1.4,0.9,0.4,0.1,0.4,1.9,1.5,,martica02
450,Mason Plumlee,35,CHO,C,8,1,8.3,0.5,0.5,1,0,0,,0.5,0.5,1,1,0.5,0.9,0.571,0.6,1.8,2.4,1.1,0.3,0,0.5,0.3,1.5,,plumlma01
451,Brooks Barnhizer,23,OKC,SG,15,0,7.5,0.6,1.1,0.529,0.1,0.1,0.5,0.5,1,0.533,0.559,0.1,0.3,0.5,0.4,1.7,2.1,0.3,0.1,0.1,0.1,0.7,1.4,,barnhbr01
452,Jae'Sean Tate,30,HOU,SF,9,0,5.9,0.7,1.4,0.462,0.1,0.4,0.25,0.6,1,0.556,0.5,0,0,,0.1,0.8,0.9,0.1,0.1,0,0.1,1.2,1.4,,tateja01
453,Isaac Jones,25,2TM,PF,4,1,4.5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0.3,0.5,0.5,0.5,0,0.5,0.3,0,0,0,1,1.3,,jonesis01
453,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0.3,0.7,0.5,0.7,0,0.7,0.3,0,0,0,1.3,1,,jonesis01
453,Isaac Jones,25,DET,PF,1,0,1,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,0,0,0,0,2,,jonesis01
454,Johnny Juzang,24,MIN,SG,7,0,3,0.4,1.3,0.333,0.3,1,0.286,0.1,0.3,0.5,0.444,0.1,0.3,0.5,0.1,0.3,0.4,0.1,0,0,0.1,0.4,1.3,,juzanjo01
455,Drew Peterson,26,CHO,PF,4,0,13.3,0.5,3.5,0.143,0,2.8,0,0.5,0.8,0.667,0.143,0.3,0.5,0.5,0.5,1.3,1.8,0.5,0.8,0.3,0,0.8,1.3,,peterdr01
456,Garrett Temple,39,TOR,SG,3,0,3.3,0.3,0.7,0.5,0.3,0.7,0.5,0,0,,0.75,0.3,0.7,0.5,0,0.3,0.3,0.3,0,0.3,0.3,0.3,1.3,,templga01
457,Thanasis Antetokounmpo,33,MIL,SF,6,0,2.5,0.3,0.5,0.667,0,0,,0.3,0.5,0.667,0.667,0.5,0.5,1,0.2,0.2,0.3,0,0.3,0.5,0,0.5,1.2,,antetth01
458,Andre Jackson Jr.,24,MIL,SG,8,0,7.3,0.4,1.6,0.231,0.3,1,0.25,0.1,0.6,0.2,0.308,0.1,0.3,0.5,0.4,0.4,0.8,1.6,0.5,0.1,0.5,1.1,1.1,,jacksan01
459,Tyson Etienne,26,BRK,PG,6,0,4.7,0.3,2.2,0.154,0.3,1.8,0.182,0,0.3,0,0.231,0,0,,0,0,0,0,0,0,0,0.5,1,,etienty01
460,Miles Kelly,23,DAL,PG,2,0,5.5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,0.5,1.5,2,0,0,0,0.5,1,1,,kellymi02
461,Hunter Sallis,22,PHI,SG,5,0,3.4,0.4,0.6,0.667,0,0,,0.4,0.6,0.667,0.667,0.2,0.4,0.5,0,0.2,0.2,0.6,0,0.2,0.8,0.4,1,,sallihu01
462,Amari Williams,24,BOS,PF,3,0,7.3,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.3,1.3,1.7,0.3,0.3,0.7,0,0.7,1,,william01
463,Mohamed Diawara,20,NYK,SF,11,0,3.2,0.4,0.8,0.444,0.2,0.5,0.4,0.2,0.4,0.5,0.556,0,0.2,0,0.2,0.5,0.6,0.5,0.2,0.1,0.4,0.6,0.9,,diawamo01
464,AJ Johnson,21,WAS,SG,8,0,4.8,0.3,1.4,0.182,0,0.3,0,0.3,1.1,0.222,0.182,0.4,0.5,0.75,0.3,0.4,0.6,0.5,0,0,0.1,0.4,0.9,,johnsaj01
465,Jonathan Mogbo,24,TOR,PF,7,0,5,0.4,0.9,0.5,0,0,,0.4,0.9,0.5,0.5,0,0,,0.4,0.9,1.3,0.6,0.1,0.3,0.1,0.6,0.9,,mogbojo01
466,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1,0.25,0,0,,0.3,1,0.25,0.25,0.3,0.3,1,0.8,1,1.8,0,0.5,0,0.3,0.3,0.8,,nfalyda01
467,Ariel Hukporti,23,NYK,C,11,2,6.7,0.4,0.8,0.444,0,0,,0.4,0.8,0.444,0.444,0.1,0.4,0.25,0.9,1.3,2.2,0.5,0.1,0.3,0.5,0.8,0.8,,hukpoar01
468,Danny Wolf,21,BRK,PF,3,0,2.7,0,0.3,0,0,0,,0,0.3,0,0,0.7,0.7,1,0,0.7,0.7,0.7,0,0,0,0,0.7,,wolfda01
469,Pacome Dadiet,20,NYK,SG,8,0,2.6,0.1,0.8,0.167,0,0.4,0,0.1,0.4,0.333,0.167,0.3,0.3,1,0,0.6,0.6,0.3,0,0,0,0.1,0.5,,dadiepa01
470,Bismack Biyombo,33,SAS,C,6,0,7.7,0.2,0.3,0.5,0,0,,0.2,0.3,0.5,0.5,0,0,,0.3,0.7,1,0.3,0.5,0.2,0.3,1.5,0.3,,biyombi01
471,Hunter Tyson,25,DEN,PF,6,0,4.2,0,1.3,0,0,0.8,0,0,0.5,0,0,0.3,0.3,1,0.2,1.7,1.8,0.3,0.2,0,0,0.3,0.3,,tysonhu01
472,Jahmyl Telfort,24,LAC,PF,7,0,4.1,0,0.6,0,0,0.6,0,0,0,,0,0.1,0.6,0.25,0,0.4,0.4,0.1,0.1,0,0.1,0.6,0.1,,telfoja01
473,Sharife Cooper,24,WAS,PG,3,0,2.3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0.3,0.3,0,,coopesh01
474,Isaiah Crawford,24,HOU,SF,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,crawfis01
475,Noa Essengue,19,CHI,PF,2,0,3,0,1.5,0,0,1,0,0,0.5,0,0,0,0,,0,0,0,0,0.5,0,0,0.5,0,,essenno01
476,Tosan Evbuomwan,24,NYK,SF,1,0,3,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,,evbuoto01
477,Joe Ingles,38,MIN,SF,6,0,3.8,0,0.3,0,0,0.3,0,0,0,,0,0,0,,0,0,0,1,0.2,0,0,0.3,0,,inglejo01
478,Trey Jemison,26,NYK,C,2,0,5,0,0,,0,0,,0,0,,,0,0,,0.5,0.5,1,0,0,0,0.5,1,0,,jemistr01
479,Christian Koloko,25,LAL,C,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0.5,0,,kolokch01
480,Chris Mañon,24,LAL,SG,2,0,3.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,1,1,0,0,0.5,0,1,0,,manonch01
481,Garrison Mathews,29,IND,SG,3,0,5.3,0,1,0,0,1,0,0,0,,0,0,0,,0,0.7,0.7,0.3,0,0,0.3,0.3,0,,mathega01
482,Kenrich Williams,31,OKC,PF,1,0,13,0,1,0,0,0,,0,1,0,0,0,0,,0,4,4,1,0,0,0,2,0,,willike04
,League Average,,,,,,,,,0.468,,,0.358,,,0.547,0.543,,,0.789,,,,,,,,,,,-9999
